job_role,skills,domain,required_skills,demand_level_india,experience_alignment
Junior Respiratory Therapist,"respiratory care, oxygen therapy, ventilator support, pulmonary rehabilitation, patient monitoring",Healthcare,"ventilator management, oxygen therapy, pulmonary assessment, emergency respiratory care, patient monitoring, documentation",Medium,Beginner
Lead Respiratory Therapist,"respiratory care, oxygen therapy, ventilator support, pulmonary rehabilitation, patient monitoring",Healthcare,"ventilator management, oxygen therapy, pulmonary assessment, emergency respiratory care, patient monitoring, documentation",Medium,Advanced
Senior Respiratory Therapist,"respiratory care, oxygen therapy, ventilator support, pulmonary rehabilitation, patient monitoring",Healthcare,"ventilator management, oxygen therapy, pulmonary assessment, emergency respiratory care, patient monitoring, documentation",Medium,Advanced
Principal Respiratory Therapist,"respiratory care, oxygen therapy, ventilator support, pulmonary rehabilitation, patient monitoring",Healthcare,"ventilator management, oxygen therapy, pulmonary assessment, emergency respiratory care, patient monitoring, documentation",Medium,Advanced
Robotics Engineer,"robotics, automation, control systems, sensors, mechatronics",Engineering,"robot programming, control systems, sensor integration, embedded systems, mechanical coordination, troubleshooting",Medium,Intermediate
Assistant Robotics Engineer,"robotics, automation, control systems, sensors, mechatronics",Engineering,"robot programming, control systems, sensor integration, embedded systems, mechanical coordination, troubleshooting",Medium,Beginner
Junior Robotics Engineer,"robotics, automation, control systems, sensors, mechatronics",Engineering,"robot programming, control systems, sensor integration, embedded systems, mechanical coordination, troubleshooting",Medium,Beginner
Lead Robotics Engineer,"robotics, automation, control systems, sensors, mechatronics",Engineering,"robot programming, control systems, sensor integration, embedded systems, mechanical coordination, troubleshooting",Medium,Advanced
Senior Robotics Engineer,"robotics, automation, control systems, sensors, mechatronics",Engineering,"robot programming, control systems, sensor integration, embedded systems, mechanical coordination, troubleshooting",Medium,Advanced
Principal Robotics Engineer,"robotics, automation, control systems, sensors, mechatronics",Engineering,"robot programming, control systems, sensor integration, embedded systems, mechanical coordination, troubleshooting",Medium,Advanced
Security Engineer,"security engineering, secure systems, access control, vulnerability management, network defense",Security,"security architecture, firewall management, vulnerability remediation, identity access management, incident response, hardening",High,Intermediate
Assistant Security Engineer,"security engineering, secure systems, access control, vulnerability management, network defense",Security,"security architecture, firewall management, vulnerability remediation, identity access management, incident response, hardening",High,Beginner
Junior Security Engineer,"security engineering, secure systems, access control, vulnerability management, network defense",Security,"security architecture, firewall management, vulnerability remediation, identity access management, incident response, hardening",High,Beginner
Lead Security Engineer,"security engineering, secure systems, access control, vulnerability management, network defense",Security,"security architecture, firewall management, vulnerability remediation, identity access management, incident response, hardening",High,Advanced
Senior Security Engineer,"security engineering, secure systems, access control, vulnerability management, network defense",Security,"security architecture, firewall management, vulnerability remediation, identity access management, incident response, hardening",High,Advanced
Principal Security Engineer,"security engineering, secure systems, access control, vulnerability management, network defense",Security,"security architecture, firewall management, vulnerability remediation, identity access management, incident response, hardening",High,Advanced
Site Reliability Engineer,"site reliability, system uptime, monitoring, automation, incident management",Cloud,"linux, monitoring tools, incident response, scripting, ci cd, reliability engineering",High,Intermediate
Assistant Site Reliability Engineer,"site reliability, system uptime, monitoring, automation, incident management",Cloud,"linux, monitoring tools, incident response, scripting, ci cd, reliability engineering",High,Beginner
Junior Site Reliability Engineer,"site reliability, system uptime, monitoring, automation, incident management",Cloud,"linux, monitoring tools, incident response, scripting, ci cd, reliability engineering",High,Beginner
Lead Site Reliability Engineer,"site reliability, system uptime, monitoring, automation, incident management",Cloud,"linux, monitoring tools, incident response, scripting, ci cd, reliability engineering",High,Advanced
Senior Site Reliability Engineer,"site reliability, system uptime, monitoring, automation, incident management",Cloud,"linux, monitoring tools, incident response, scripting, ci cd, reliability engineering",High,Advanced
Principal Site Reliability Engineer,"site reliability, system uptime, monitoring, automation, incident management",Cloud,"linux, monitoring tools, incident response, scripting, ci cd, reliability engineering",High,Advanced
Software Architect,"software architecture, system design, scalability, design patterns, technical leadership",Web,"system design, architecture documentation, scalability planning, backend patterns, integration strategy, technical leadership",High,Advanced
Assistant Software Architect,"software architecture, system design, scalability, design patterns, technical leadership",Web,"system design, architecture documentation, scalability planning, backend patterns, integration strategy, technical leadership",High,Beginner
Junior Software Architect,"software architecture, system design, scalability, design patterns, technical leadership",Web,"system design, architecture documentation, scalability planning, backend patterns, integration strategy, technical leadership",High,Beginner
Lead Software Architect,"software architecture, system design, scalability, design patterns, technical leadership",Web,"system design, architecture documentation, scalability planning, backend patterns, integration strategy, technical leadership",High,Advanced
Senior Software Architect,"software architecture, system design, scalability, design patterns, technical leadership",Web,"system design, architecture documentation, scalability planning, backend patterns, integration strategy, technical leadership",High,Advanced
Principal Software Architect,"software architecture, system design, scalability, design patterns, technical leadership",Web,"system design, architecture documentation, scalability planning, backend patterns, integration strategy, technical leadership",High,Advanced
Software Developer,"software development, programming, debugging, application logic, version control",Web,"java or python, debugging, api integration, version control, problem solving, software testing",High,Beginner
Assistant Software Developer,"software development, programming, debugging, application logic, version control",Web,"java or python, debugging, api integration, version control, problem solving, software testing",High,Beginner
Junior Software Developer,"software development, programming, debugging, application logic, version control",Web,"java or python, debugging, api integration, version control, problem solving, software testing",High,Beginner
Lead Software Developer,"software development, programming, debugging, application logic, version control",Web,"java or python, debugging, api integration, version control, problem solving, software testing",High,Advanced
Senior Software Developer,"software development, programming, debugging, application logic, version control",Web,"java or python, debugging, api integration, version control, problem solving, software testing",High,Advanced
Principal Software Developer,"software development, programming, debugging, application logic, version control",Web,"java or python, debugging, api integration, version control, problem solving, software testing",High,Advanced
Software Engineer,"software engineering, coding, debugging, system design, application development",Web,"java or python, data structures, debugging, api development, version control, testing",High,Intermediate
Assistant Software Engineer,"software engineering, coding, debugging, system design, application development",Web,"java or python, data structures, debugging, api development, version control, testing",High,Beginner
Junior Software Engineer,"software engineering, coding, debugging, system design, application development",Web,"java or python, data structures, debugging, api development, version control, testing",High,Beginner
Lead Software Engineer,"software engineering, coding, debugging, system design, application development",Web,"java or python, data structures, debugging, api development, version control, testing",High,Advanced
Senior Software Engineer,"software engineering, coding, debugging, system design, application development",Web,"java or python, data structures, debugging, api development, version control, testing",High,Advanced
Principal Software Engineer,"software engineering, coding, debugging, system design, application development",Web,"java or python, data structures, debugging, api development, version control, testing",High,Advanced
Surgeon,"surgery, operative care, patient management, diagnosis, postoperative care",Healthcare,"surgical procedures, patient diagnosis, operation planning, sterile protocols, postoperative care, emergency decision making",High,Advanced
Assistant Surgeon,"surgery, operative care, patient management, diagnosis, postoperative care",Healthcare,"surgical procedures, patient diagnosis, operation planning, sterile protocols, postoperative care, emergency decision making",High,Beginner
Junior Surgeon,"surgery, operative care, patient management, diagnosis, postoperative care",Healthcare,"surgical procedures, patient diagnosis, operation planning, sterile protocols, postoperative care, emergency decision making",High,Beginner
Lead Surgeon,"surgery, operative care, patient management, diagnosis, postoperative care",Healthcare,"surgical procedures, patient diagnosis, operation planning, sterile protocols, postoperative care, emergency decision making",High,Advanced
Senior Surgeon,"surgery, operative care, patient management, diagnosis, postoperative care",Healthcare,"surgical procedures, patient diagnosis, operation planning, sterile protocols, postoperative care, emergency decision making",High,Advanced
Principal Surgeon,"surgery, operative care, patient management, diagnosis, postoperative care",Healthcare,"surgical procedures, patient diagnosis, operation planning, sterile protocols, postoperative care, emergency decision making",High,Advanced
Systems Administrator,"system administration, server management, user support, backups, infrastructure maintenance",Cloud,"windows or linux administration, user management, backup routines, troubleshooting, server monitoring, access control",High,Intermediate
Assistant Systems Administrator,"system administration, server management, user support, backups, infrastructure maintenance",Cloud,"windows or linux administration, user management, backup routines, troubleshooting, server monitoring, access control",High,Beginner
Junior Systems Administrator,"system administration, server management, user support, backups, infrastructure maintenance",Cloud,"windows or linux administration, user management, backup routines, troubleshooting, server monitoring, access control",High,Beginner
Lead Systems Administrator,"system administration, server management, user support, backups, infrastructure maintenance",Cloud,"windows or linux administration, user management, backup routines, troubleshooting, server monitoring, access control",High,Advanced
Senior Systems Administrator,"system administration, server management, user support, backups, infrastructure maintenance",Cloud,"windows or linux administration, user management, backup routines, troubleshooting, server monitoring, access control",High,Advanced
Principal Systems Administrator,"system administration, server management, user support, backups, infrastructure maintenance",Cloud,"windows or linux administration, user management, backup routines, troubleshooting, server monitoring, access control",High,Advanced
Systems Analyst,"systems analysis, process mapping, requirements gathering, workflow improvement, solution design",Business,"requirement analysis, process documentation, stakeholder interviews, solution evaluation, reporting, system mapping",Medium,Intermediate
Assistant Systems Analyst,"systems analysis, process mapping, requirements gathering, workflow improvement, solution design",Business,"requirement analysis, process documentation, stakeholder interviews, solution evaluation, reporting, system mapping",Medium,Beginner
Junior Systems Analyst,"systems analysis, process mapping, requirements gathering, workflow improvement, solution design",Business,"requirement analysis, process documentation, stakeholder interviews, solution evaluation, reporting, system mapping",Medium,Beginner
Lead Systems Analyst,"systems analysis, process mapping, requirements gathering, workflow improvement, solution design",Business,"requirement analysis, process documentation, stakeholder interviews, solution evaluation, reporting, system mapping",Medium,Advanced
Senior Systems Analyst,"systems analysis, process mapping, requirements gathering, workflow improvement, solution design",Business,"requirement analysis, process documentation, stakeholder interviews, solution evaluation, reporting, system mapping",Medium,Advanced
Principal Systems Analyst,"systems analysis, process mapping, requirements gathering, workflow improvement, solution design",Business,"requirement analysis, process documentation, stakeholder interviews, solution evaluation, reporting, system mapping",Medium,Advanced
UI Designer,"user interface design, wireframes, visual design, figma, design systems",Creative,"figma, wireframing, ui layouts, design systems, prototyping, visual hierarchy",High,Beginner
Assistant UI Designer,"user interface design, wireframes, visual design, figma, design systems",Creative,"figma, wireframing, ui layouts, design systems, prototyping, visual hierarchy",High,Beginner
Junior UI Designer,"user interface design, wireframes, visual design, figma, design systems",Creative,"figma, wireframing, ui layouts, design systems, prototyping, visual hierarchy",High,Beginner
Lead UI Designer,"user interface design, wireframes, visual design, figma, design systems",Creative,"figma, wireframing, ui layouts, design systems, prototyping, visual hierarchy",High,Advanced
Senior UI Designer,"user interface design, wireframes, visual design, figma, design systems",Creative,"figma, wireframing, ui layouts, design systems, prototyping, visual hierarchy",High,Advanced
Principal UI Designer,"user interface design, wireframes, visual design, figma, design systems",Creative,"figma, wireframing, ui layouts, design systems, prototyping, visual hierarchy",High,Advanced
UX Designer,"user experience, user research, wireframing, prototyping, usability testing",Creative,"figma, user research, journey mapping, wireframing, prototyping, usability testing",High,Intermediate
Assistant UX Designer,"user experience, user research, wireframing, prototyping, usability testing",Creative,"figma, user research, journey mapping, wireframing, prototyping, usability testing",High,Beginner
Junior UX Designer,"user experience, user research, wireframing, prototyping, usability testing",Creative,"figma, user research, journey mapping, wireframing, prototyping, usability testing",High,Beginner
Lead UX Designer,"user experience, user research, wireframing, prototyping, usability testing",Creative,"figma, user research, journey mapping, wireframing, prototyping, usability testing",High,Advanced
Senior UX Designer,"user experience, user research, wireframing, prototyping, usability testing",Creative,"figma, user research, journey mapping, wireframing, prototyping, usability testing",High,Advanced
Principal UX Designer,"user experience, user research, wireframing, prototyping, usability testing",Creative,"figma, user research, journey mapping, wireframing, prototyping, usability testing",High,Advanced
Urologist,"urology, urinary disorders, diagnosis, surgical care, patient treatment",Healthcare,"urological examination, diagnosis, treatment planning, surgical procedures, patient care, imaging interpretation",Medium,Advanced
Assistant Urologist,"urology, urinary disorders, diagnosis, surgical care, patient treatment",Healthcare,"urological examination, diagnosis, treatment planning, surgical procedures, patient care, imaging interpretation",Medium,Beginner
Junior Urologist,"urology, urinary disorders, diagnosis, surgical care, patient treatment",Healthcare,"urological examination, diagnosis, treatment planning, surgical procedures, patient care, imaging interpretation",Medium,Beginner
Lead Urologist,"urology, urinary disorders, diagnosis, surgical care, patient treatment",Healthcare,"urological examination, diagnosis, treatment planning, surgical procedures, patient care, imaging interpretation",Medium,Advanced
Senior Urologist,"urology, urinary disorders, diagnosis, surgical care, patient treatment",Healthcare,"urological examination, diagnosis, treatment planning, surgical procedures, patient care, imaging interpretation",Medium,Advanced
Principal Urologist,"urology, urinary disorders, diagnosis, surgical care, patient treatment",Healthcare,"urological examination, diagnosis, treatment planning, surgical procedures, patient care, imaging interpretation",Medium,Advanced
Veterinarian,"veterinary care, animal diagnosis, treatment planning, surgery support, animal health",Healthcare,"animal examination, diagnosis, treatment planning, vaccination, surgery assistance, client counseling",Medium,Advanced
Assistant Veterinarian,"veterinary care, animal diagnosis, treatment planning, surgery support, animal health",Healthcare,"animal examination, diagnosis, treatment planning, vaccination, surgery assistance, client counseling",Medium,Beginner
Junior Veterinarian,"veterinary care, animal diagnosis, treatment planning, surgery support, animal health",Healthcare,"animal examination, diagnosis, treatment planning, vaccination, surgery assistance, client counseling",Medium,Beginner
Lead Veterinarian,"veterinary care, animal diagnosis, treatment planning, surgery support, animal health",Healthcare,"animal examination, diagnosis, treatment planning, vaccination, surgery assistance, client counseling",Medium,Advanced
Senior Veterinarian,"veterinary care, animal diagnosis, treatment planning, surgery support, animal health",Healthcare,"animal examination, diagnosis, treatment planning, vaccination, surgery assistance, client counseling",Medium,Advanced
Principal Veterinarian,"veterinary care, animal diagnosis, treatment planning, surgery support, animal health",Healthcare,"animal examination, diagnosis, treatment planning, vaccination, surgery assistance, client counseling",Medium,Advanced
Video Game Tester,"game testing, bug identification, gameplay validation, test reporting, usability checks",Creative,"test case execution, bug reporting, gameplay evaluation, regression testing, usability feedback, documentation",Low,Beginner
Assistant Video Game Tester,"game testing, bug identification, gameplay validation, test reporting, usability checks",Creative,"test case execution, bug reporting, gameplay evaluation, regression testing, usability feedback, documentation",Low,Beginner
Junior Video Game Tester,"game testing, bug identification, gameplay validation, test reporting, usability checks",Creative,"test case execution, bug reporting, gameplay evaluation, regression testing, usability feedback, documentation",Low,Beginner
Lead Video Game Tester,"game testing, bug identification, gameplay validation, test reporting, usability checks",Creative,"test case execution, bug reporting, gameplay evaluation, regression testing, usability feedback, documentation",Low,Advanced
Senior Video Game Tester,"game testing, bug identification, gameplay validation, test reporting, usability checks",Creative,"test case execution, bug reporting, gameplay evaluation, regression testing, usability feedback, documentation",Low,Advanced
Principal Video Game Tester,"game testing, bug identification, gameplay validation, test reporting, usability checks",Creative,"test case execution, bug reporting, gameplay evaluation, regression testing, usability feedback, documentation",Low,Advanced
Web Designer,"web design, figma, responsive layouts, typography, visual design",Creative,"figma, adobe xd, layout design, responsive design, typography, client communication",Medium,Beginner
Assistant Web Designer,"web design, figma, responsive layouts, typography, visual design",Creative,"figma, adobe xd, layout design, responsive design, typography, client communication",Medium,Beginner
Junior Web Designer,"web design, figma, responsive layouts, typography, visual design",Creative,"figma, adobe xd, layout design, responsive design, typography, client communication",Medium,Beginner
Lead Web Designer,"web design, figma, responsive layouts, typography, visual design",Creative,"figma, adobe xd, layout design, responsive design, typography, client communication",Medium,Advanced
Senior Web Designer,"web design, figma, responsive layouts, typography, visual design",Creative,"figma, adobe xd, layout design, responsive design, typography, client communication",Medium,Advanced
Principal Web Designer,"web design, figma, responsive layouts, typography, visual design",Creative,"figma, adobe xd, layout design, responsive design, typography, client communication",Medium,Advanced
Web Developer,"web development, html, css, javascript, responsive websites",Web,"html, css, javascript, responsive design, frontend debugging, api integration",High,Beginner
Assistant Web Developer,"web development, html, css, javascript, responsive websites",Web,"html, css, javascript, responsive design, frontend debugging, api integration",High,Beginner
Junior Web Developer,"web development, html, css, javascript, responsive websites",Web,"html, css, javascript, responsive design, frontend debugging, api integration",High,Beginner
Lead Web Developer,"web development, html, css, javascript, responsive websites",Web,"html, css, javascript, responsive design, frontend debugging, api integration",High,Advanced
Senior Web Developer,"web development, html, css, javascript, responsive websites",Web,"html, css, javascript, responsive design, frontend debugging, api integration",High,Advanced
Principal Web Developer,"web development, html, css, javascript, responsive websites",Web,"html, css, javascript, responsive design, frontend debugging, api integration",High,Advanced
Journalist,"writing, editing, content writing, media, communication",Media,"journalistic writing, fact checking, interviewing, news reporting, media ethics, content editing",High,Intermediate
Assistant Journalist,"writing, editing, content writing, media, communication",Media,"journalistic writing, fact checking, interviewing, news reporting, media ethics, content editing",High,Beginner
Junior Journalist,"writing, editing, content writing, media, communication",Media,"journalistic writing, fact checking, interviewing, news reporting, media ethics, content editing",High,Beginner
Lead Journalist,"writing, editing, content writing, media, communication",Media,"journalistic writing, fact checking, interviewing, news reporting, media ethics, content editing",High,Advanced
Senior Journalist,"writing, editing, content writing, media, communication",Media,"journalistic writing, fact checking, interviewing, news reporting, media ethics, content editing",High,Advanced
Principal Journalist,"writing, editing, content writing, media, communication",Media,"journalistic writing, fact checking, interviewing, news reporting, media ethics, content editing",High,Advanced
Content Writer,"writing, content creation, editing, seo, communication",Creative,"content writing, copywriting, seo optimization, audience analysis, content strategy, proofreading",High,Beginner
Assistant Content Writer,"writing, content creation, editing, seo, communication",Creative,"content writing, copywriting, seo optimization, audience analysis, content strategy, proofreading",High,Beginner
Junior Content Writer,"writing, content creation, editing, seo, communication",Creative,"content writing, copywriting, seo optimization, audience analysis, content strategy, proofreading",High,Beginner
Lead Content Writer,"writing, content creation, editing, seo, communication",Creative,"content writing, copywriting, seo optimization, audience analysis, content strategy, proofreading",High,Advanced
Senior Content Writer,"writing, content creation, editing, seo, communication",Creative,"content writing, copywriting, seo optimization, audience analysis, content strategy, proofreading",High,Advanced
Principal Content Writer,"writing, content creation, editing, seo, communication",Creative,"content writing, copywriting, seo optimization, audience analysis, content strategy, proofreading",High,Advanced
Copywriter,"writing, copywriting, marketing, creative writing, communication",Marketing,"advertising copy, brand messaging, persuasive writing, campaign development, market research, content creation",High,Intermediate
Assistant Copywriter,"writing, copywriting, marketing, creative writing, communication",Marketing,"advertising copy, brand messaging, persuasive writing, campaign development, market research, content creation",High,Beginner
Junior Copywriter,"writing, copywriting, marketing, creative writing, communication",Marketing,"advertising copy, brand messaging, persuasive writing, campaign development, market research, content creation",High,Beginner
Lead Copywriter,"writing, copywriting, marketing, creative writing, communication",Marketing,"advertising copy, brand messaging, persuasive writing, campaign development, market research, content creation",High,Advanced
Senior Copywriter,"writing, copywriting, marketing, creative writing, communication",Marketing,"advertising copy, brand messaging, persuasive writing, campaign development, market research, content creation",High,Advanced
Principal Copywriter,"writing, copywriting, marketing, creative writing, communication",Marketing,"advertising copy, brand messaging, persuasive writing, campaign development, market research, content creation",High,Advanced
Editor,"editing, proofreading, content writing, communication, attention to detail",Media,"content editing, proofreading, style guide adherence, fact checking, publication standards, collaboration",Medium,Intermediate
Assistant Editor,"editing, proofreading, content writing, communication, attention to detail",Media,"content editing, proofreading, style guide adherence, fact checking, publication standards, collaboration",Medium,Beginner
Junior Editor,"editing, proofreading, content writing, communication, attention to detail",Media,"content editing, proofreading, style guide adherence, fact checking, publication standards, collaboration",Medium,Beginner
Lead Editor,"editing, proofreading, content writing, communication, attention to detail",Media,"content editing, proofreading, style guide adherence, fact checking, publication standards, collaboration",Medium,Advanced
Senior Editor,"editing, proofreading, content writing, communication, attention to detail",Media,"content editing, proofreading, style guide adherence, fact checking, publication standards, collaboration",Medium,Advanced
Principal Editor,"editing, proofreading, content writing, communication, attention to detail",Media,"content editing, proofreading, style guide adherence, fact checking, publication standards, collaboration",Medium,Advanced
Social Media Manager,"social media, content creation, marketing, analytics, communication",Marketing,"social media strategy, content planning, community management, analytics tracking, brand promotion, engagement optimization",High,Intermediate
Assistant Social Media Manager,"social media, content creation, marketing, analytics, communication",Marketing,"social media strategy, content planning, community management, analytics tracking, brand promotion, engagement optimization",High,Beginner
Junior Social Media Manager,"social media, content creation, marketing, analytics, communication",Marketing,"social media strategy, content planning, community management, analytics tracking, brand promotion, engagement optimization",High,Beginner
Lead Social Media Manager,"social media, content creation, marketing, analytics, communication",Marketing,"social media strategy, content planning, community management, analytics tracking, brand promotion, engagement optimization",High,Advanced
Senior Social Media Manager,"social media, content creation, marketing, analytics, communication",Marketing,"social media strategy, content planning, community management, analytics tracking, brand promotion, engagement optimization",High,Advanced
Principal Social Media Manager,"social media, content creation, marketing, analytics, communication",Marketing,"social media strategy, content planning, community management, analytics tracking, brand promotion, engagement optimization",High,Advanced
Blogger,"writing, content creation, seo, blogging platforms, communication",Creative,"blog writing, content strategy, seo basics, audience engagement, platform management, niche expertise",Medium,Beginner
Assistant Blogger,"writing, content creation, seo, blogging platforms, communication",Creative,"blog writing, content strategy, seo basics, audience engagement, platform management, niche expertise",Medium,Beginner
Junior Blogger,"writing, content creation, seo, blogging platforms, communication",Creative,"blog writing, content strategy, seo basics, audience engagement, platform management, niche expertise",Medium,Beginner
Lead Blogger,"writing, content creation, seo, blogging platforms, communication",Creative,"blog writing, content strategy, seo basics, audience engagement, platform management, niche expertise",Medium,Advanced
Senior Blogger,"writing, content creation, seo, blogging platforms, communication",Creative,"blog writing, content strategy, seo basics, audience engagement, platform management, niche expertise",Medium,Advanced
Principal Blogger,"writing, content creation, seo, blogging platforms, communication",Creative,"blog writing, content strategy, seo basics, audience engagement, platform management, niche expertise",Medium,Advanced
Technical Writer,"writing, technical documentation, editing, communication, research",Creative,"technical documentation, user guide creation, api documentation, information architecture, subject matter expertise, clarity in writing",High,Intermediate
Assistant Technical Writer,"writing, technical documentation, editing, communication, research",Creative,"technical documentation, user guide creation, api documentation, information architecture, subject matter expertise, clarity in writing",High,Beginner
Junior Technical Writer,"writing, technical documentation, editing, communication, research",Creative,"technical documentation, user guide creation, api documentation, information architecture, subject matter expertise, clarity in writing",High,Beginner
Lead Technical Writer,"writing, technical documentation, editing, communication, research",Creative,"technical documentation, user guide creation, api documentation, information architecture, subject matter expertise, clarity in writing",High,Advanced
Senior Technical Writer,"writing, technical documentation, editing, communication, research",Creative,"technical documentation, user guide creation, api documentation, information architecture, subject matter expertise, clarity in writing",High,Advanced
Principal Technical Writer,"writing, technical documentation, editing, communication, research",Creative,"technical documentation, user guide creation, api documentation, information architecture, subject matter expertise, clarity in writing",High,Advanced
News Reporter,"journalism, writing, interviewing, media, communication",Media,"news gathering, interviewing techniques, deadline writing, fact verification, media law, broadcast skills",High,Intermediate
Assistant News Reporter,"journalism, writing, interviewing, media, communication",Media,"news gathering, interviewing techniques, deadline writing, fact verification, media law, broadcast skills",High,Beginner
Junior News Reporter,"journalism, writing, interviewing, media, communication",Media,"news gathering, interviewing techniques, deadline writing, fact verification, media law, broadcast skills",High,Beginner
Lead News Reporter,"journalism, writing, interviewing, media, communication",Media,"news gathering, interviewing techniques, deadline writing, fact verification, media law, broadcast skills",High,Advanced
Senior News Reporter,"journalism, writing, interviewing, media, communication",Media,"news gathering, interviewing techniques, deadline writing, fact verification, media law, broadcast skills",High,Advanced
Principal News Reporter,"journalism, writing, interviewing, media, communication",Media,"news gathering, interviewing techniques, deadline writing, fact verification, media law, broadcast skills",High,Advanced
Script Writer,"writing, scriptwriting, creative writing, storytelling, communication",Creative,"screenplay writing, dialogue creation, story structure, character development, script formatting, creative collaboration",Medium,Intermediate
Assistant Script Writer,"writing, scriptwriting, creative writing, storytelling, communication",Creative,"screenplay writing, dialogue creation, story structure, character development, script formatting, creative collaboration",Medium,Beginner
Junior Script Writer,"writing, scriptwriting, creative writing, storytelling, communication",Creative,"screenplay writing, dialogue creation, story structure, character development, script formatting, creative collaboration",Medium,Beginner
Lead Script Writer,"writing, scriptwriting, creative writing, storytelling, communication",Creative,"screenplay writing, dialogue creation, story structure, character development, script formatting, creative collaboration",Medium,Advanced
Senior Script Writer,"writing, scriptwriting, creative writing, storytelling, communication",Creative,"screenplay writing, dialogue creation, story structure, character development, script formatting, creative collaboration",Medium,Advanced
Principal Script Writer,"writing, scriptwriting, creative writing, storytelling, communication",Creative,"screenplay writing, dialogue creation, story structure, character development, script formatting, creative collaboration",Medium,Advanced
Public Relations Specialist,"communication, media relations, public speaking, crisis management, marketing",Marketing,"press release writing, media pitching, crisis communication, stakeholder relations, brand reputation management, event coordination",High,Intermediate
Assistant Public Relations Specialist,"communication, media relations, public speaking, crisis management, marketing",Marketing,"press release writing, media pitching, crisis communication, stakeholder relations, brand reputation management, event coordination",High,Beginner
Junior Public Relations Specialist,"communication, media relations, public speaking, crisis management, marketing",Marketing,"press release writing, media pitching, crisis communication, stakeholder relations, brand reputation management, event coordination",High,Beginner
Lead Public Relations Specialist,"communication, media relations, public speaking, crisis management, marketing",Marketing,"press release writing, media pitching, crisis communication, stakeholder relations, brand reputation management, event coordination",High,Advanced
Senior Public Relations Specialist,"communication, media relations, public speaking, crisis management, marketing",Marketing,"press release writing, media pitching, crisis communication, stakeholder relations, brand reputation management, event coordination",High,Advanced
Principal Public Relations Specialist,"communication, media relations, public speaking, crisis management, marketing",Marketing,"press release writing, media pitching, crisis communication, stakeholder relations, brand reputation management, event coordination",High,Advanced
Marketing Manager,"marketing, strategy, analytics, communication, leadership",Marketing,"marketing strategy, campaign management, market research, team leadership, budget management, performance analytics",High,Advanced
Assistant Marketing Manager,"marketing, strategy, analytics, communication, leadership",Marketing,"marketing strategy, campaign management, market research, team leadership, budget management, performance analytics",High,Beginner
Junior Marketing Manager,"marketing, strategy, analytics, communication, leadership",Marketing,"marketing strategy, campaign management, market research, team leadership, budget management, performance analytics",High,Beginner
Lead Marketing Manager,"marketing, strategy, analytics, communication, leadership",Marketing,"marketing strategy, campaign management, market research, team leadership, budget management, performance analytics",High,Advanced
Senior Marketing Manager,"marketing, strategy, analytics, communication, leadership",Marketing,"marketing strategy, campaign management, market research, team leadership, budget management, performance analytics",High,Advanced
Principal Marketing Manager,"marketing, strategy, analytics, communication, leadership",Marketing,"marketing strategy, campaign management, market research, team leadership, budget management, performance analytics",High,Advanced
SEO Specialist,"seo, marketing, analytics, content creation, technical seo",Marketing,"keyword research, on-page optimization, technical seo, link building, analytics interpretation, content strategy",High,Intermediate
Assistant SEO Specialist,"seo, marketing, analytics, content creation, technical seo",Marketing,"keyword research, on-page optimization, technical seo, link building, analytics interpretation, content strategy",High,Beginner
Junior SEO Specialist,"seo, marketing, analytics, content creation, technical seo",Marketing,"keyword research, on-page optimization, technical seo, link building, analytics interpretation, content strategy",High,Beginner
Lead SEO Specialist,"seo, marketing, analytics, content creation, technical seo",Marketing,"keyword research, on-page optimization, technical seo, link building, analytics interpretation, content strategy",High,Advanced
Senior SEO Specialist,"seo, marketing, analytics, content creation, technical seo",Marketing,"keyword research, on-page optimization, technical seo, link building, analytics interpretation, content strategy",High,Advanced
Principal SEO Specialist,"seo, marketing, analytics, content creation, technical seo",Marketing,"keyword research, on-page optimization, technical seo, link building, analytics interpretation, content strategy",High,Advanced
Digital Content Creator,"content creation, digital media, video editing, social media, creativity",Creative,"video production, graphic design, content strategy, platform optimization, audience engagement, creative tools",High,Beginner
Assistant Digital Content Creator,"content creation, digital media, video editing, social media, creativity",Creative,"video production, graphic design, content strategy, platform optimization, audience engagement, creative tools",High,Beginner
Junior Digital Content Creator,"content creation, digital media, video editing, social media, creativity",Creative,"video production, graphic design, content strategy, platform optimization, audience engagement, creative tools",High,Beginner
Lead Digital Content Creator,"content creation, digital media, video editing, social media, creativity",Creative,"video production, graphic design, content strategy, platform optimization, audience engagement, creative tools",High,Advanced
Senior Digital Content Creator,"content creation, digital media, video editing, social media, creativity",Creative,"video production, graphic design, content strategy, platform optimization, audience engagement, creative tools",High,Advanced
Principal Digital Content Creator,"content creation, digital media, video editing, social media, creativity",Creative,"video production, graphic design, content strategy, platform optimization, audience engagement, creative tools",High,Advanced
Podcast Producer,"audio production, content creation, editing, communication, marketing",Media,"audio editing, podcast hosting, content planning, guest coordination, sound design, audience growth",Medium,Intermediate
Assistant Podcast Producer,"audio production, content creation, editing, communication, marketing",Media,"audio editing, podcast hosting, content planning, guest coordination, sound design, audience growth",Medium,Beginner
Junior Podcast Producer,"audio production, content creation, editing, communication, marketing",Media,"audio editing, podcast hosting, content planning, guest coordination, sound design, audience growth",Medium,Beginner
